ISO,adm0,adm1,cent_lon,cent_lat
IDN,Indonesia,Kalimantan Timur,116.4636803,0.462851936
IDN,Indonesia,Kalimantan Utara,116.2336204,2.906411013
IDN,Indonesia,Kepulauan Riau,105.4278826,1.492349421
IDN,Indonesia,Lampung,105.0233914,-4.918390831
IDN,Indonesia,Maluku Utara,127.5374945,0.20725724
IDN,Indonesia,Maluku,129.8493461,-4.736906207
IDN,Indonesia,Nusa Tenggara Barat,117.5102788,-8.602675608
IDN,Indonesia,Nusa Tenggara Timur,122.1802155,-9.259291765
IDN,Indonesia,Papua,138.6605527,-4.645285767
IDN,Indonesia,Riau,101.8074229,0.505403316
IDN,Indonesia,Sulawesi Barat,119.3393019,-2.461240906
IDN,Indonesia,Sulawesi Selatan,120.1702669,-3.70543101
IDN,Indonesia,Sulawesi Tengah,121.2050796,-1.002906357
IDN,Indonesia,Sulawesi Tenggara,122.0828285,-4.140474687
IDN,Indonesia,Sulawesi Utara,124.5255217,1.266069187
IDN,Indonesia,Sumatera Barat,100.4623963,-0.86082746
IDN,Indonesia,Sumatera Selatan,104.1689833,-3.21658055
IDN,Indonesia,Sumatera Utara,99.05782724,2.189644386
IDN,Indonesia,Yogyakarta,110.4466309,-7.895079475
IRN,Iran,Alborz,50.81770577,35.94832766
IRN,Iran,Ardebil,48.04655205,38.44611588
IRN,Iran,Bushehr,51.37901677,28.85474731
IRN,Iran,Chahar Mahall and Bakhtiari,50.64976926,31.9448322
IRN,Iran,East Azarbaijan,46.59085145,37.97104709
IRN,Iran,Esfahan,52.46413417,33.17887871
IRN,Iran,Fars,53.18695513,29.29612743
IRN,Iran,Gilan,49.4563616,37.27585691
IRN,Iran,Golestan,55.06232638,37.29607135
IRN,Iran,Hamadan,48.54946465,34.86856844
IRN,Iran,Hormozgan,56.21993732,27.1123314
IRN,Iran,Ilam,46.8373776,33.18625428
IRN,Iran,Kerman,57.27851754,29.57500163
IRN,Iran,Kermanshah,46.63184447,34.4550103
IRN,Iran,Khuzestan,48.96852299,31.48640737
IRN,Iran,Kohgiluyeh and Buyer Ahmad,50.73249666,30.81046044
IRN,Iran,Kordestan,46.96145851,35.71814733
IRN,Iran,Lorestan,48.40473978,33.48357621
IRN,Iran,Markazi,49.93051805,34.57073052
IRN,Iran,Mazandaran,52.36690532,36.37649418
IRN,Iran,North Khorasan,57.03598261,37.40111107
IRN,Iran,Qazvin,49.72108543,36.09324707
IRN,Iran,Qom,50.98214106,34.69408478
IRN,Iran,Razavi Khorasan,58.87373059,35.48450813
IRN,Iran,Semnan,54.65641887,35.47078273
IRN,Iran,Sistan and Baluchestan,60.68395519,27.810387
IRN,Iran,South Khorasan,59.6114205,32.36122129
IRN,Iran,Tehran,51.87648794,35.55563501
IRN,Iran,West Azarbaijan,45.28280032,37.72073053
IRN,Iran,Yazd,55.6018906,32.56290608
IRN,Iran,Zanjan,48.35885537,36.52430541
IRQ,Iraq,Al-Anbar,41.63535206,32.88170489
IRQ,Iraq,Al-Basrah,47.38044717,30.38640406
IRQ,Iraq,Al-Muthannia,45.34929651,30.15929938
IRQ,Iraq,Al-Qadisiyah,45.043471,31.84630746
IRQ,Iraq,An-Najaf,43.7396194,31.04736253
IRQ,Iraq,Arbil,44.218483,36.3677456
IRQ,Iraq,As-Sulaymaniyah,45.286353,35.54094417
IRQ,Iraq,At-Ta'mim,44.09476709,35.33994836
IRQ,Iraq,Babil,44.51008592,32.60720772
IRQ,Iraq,Baghdad,44.38813481,33.32684543
IRQ,Iraq,Dhi-Qar,46.32624705,31.20596246
IRQ,Iraq,Dihok,43.15584836,37.0538273
IRQ,Iraq,Diyala,45.07419841,33.89895629
IRQ,Iraq,Karbala',43.78232239,32.43341808
IRQ,Iraq,Maysan,47.03557516,31.90762052
IRQ,Iraq,Ninawa,42.46572598,35.99291579
IRQ,Iraq,Sala ad-Din,43.59612917,34.51412372
IRQ,Iraq,Wasit,45.70187112,32.64950672
IRL,Ireland,Carlow,-6.792819074,52.72689851
IRL,Ireland,Cavan,-7.358388151,53.99281776
IRL,Ireland,Clare,-9.027835674,52.85210443
IRL,Ireland,Cork,-8.85640885,51.91623121
IRL,Ireland,Donegal,-7.907010143,54.9229307
IRL,Ireland,Dublin,-6.281162824,53.39226625
IRL,Ireland,Galway,-8.959459611,53.36285105
IRL,Ireland,Kerry,-9.736377662,52.12476432
IRL,Ireland,Kildare,-6.816549268,53.19922324
IRL,Ireland,Kilkenny,-7.207341645,52.57831078
IRL,Ireland,Laoighis,-7.332270731,52.98987636
IRL,Ireland,Leitrim,-8.026248079,54.14560083
IRL,Ireland,Limerick,-8.73206378,52.49727574
IRL,Ireland,Longford,-7.719850464,53.70915797
IRL,Ireland,Louth,-6.41633142,53.92006352
IRL,Ireland,Mayo,-9.385839456,53.92482568
IRL,Ireland,Meath,-6.704895352,53.6323452
IRL,Ireland,Monaghan,-6.922143584,54.15314404
IRL,Ireland,Offaly,-7.596218376,53.19873852
IRL,Ireland,Roscommon,-8.235205341,53.72038248
IRL,Ireland,Sligo,-8.622716343,54.15805658
IRL,Ireland,Tipperary,-7.931235957,52.6431919
IRL,Ireland,Waterford,-7.593307113,52.17144088
IRL,Ireland,Westmeath,-7.437147724,53.5179464
IRL,Ireland,Wexford,-6.556640168,52.45481169
IRL,Ireland,Wicklow,-6.354334762,52.9821786
IMN,Isle of Man,Ayre,-4.440036556,54.33428605
IMN,Isle of Man,Garff,-4.396792251,54.25385364
IMN,Isle of Man,Glenfaba,-4.650759168,54.20047038
IMN,Isle of Man,Michael,-4.541376693,54.30282339
IMN,Isle of Man,Middle,-4.523132447,54.17601689
IMN,Isle of Man,Rushen,-4.679351088,54.10872794
ISR,Israel,Golan,35.75525762,33.01203557
ISR,Israel,HaDarom,34.86917939,30.83721723
ISR,Israel,Haifa,35.01909166,32.61341221
ISR,Israel,HaMerkaz,34.88281372,32.06639362
ISR,Israel,HaZafon,35.38757605,32.81920772
ISR,Israel,Jerusalem,35.00741553,31.74637811
ISR,Israel,Tel Aviv,34.8107994,32.08359348
ITA,Italy,Abruzzo,13.85513732,42.2280343
ITA,Italy,Apulia,16.62033774,40.98479898
ITA,Italy,Basilicata,16.08227713,40.50067506
ITA,Italy,Calabria,16.34735932,39.06813206
ITA,Italy,Campania,14.84055422,40.85998593
ITA,Italy,Emilia-Romagna,11.01999083,44.53652855
ITA,Italy,Friuli-Venezia Giulia,13.05920162,46.15454632
ITA,Italy,Lazio,12.76744485,41.98027115
ITA,Italy,Liguria,8.707644284,44.26508186
ITA,Italy,Lombardia,9.770813798,45.62248108
ITA,Italy,Marche,13.108255,43.36590012
ITA,Italy,Molise,14.59577278,41.68490624
ITA,Italy,Piemonte,7.926823029,45.06096566
ITA,Italy,Sardegna,9.03117373,40.0887171
ITA,Italy,Sicily,14.14667935,37.58842202
ITA,Italy,Toscana,11.12663742,43.4509925
ITA,Italy,Trentino-Alto Adige,11.28299014,46.44240087
ITA,Italy,Umbria,12.49092008,42.96697614
ITA,Italy,Valle d'Aosta,7.393650853,45.73241433
ITA,Italy,Veneto,11.84579956,45.66179795
JAM,Jamaica,Clarendon,-77.27951357,17.98753784
JAM,Jamaica,Hanover,-78.12577477,18.38513028
JAM,Jamaica,Kingston,-76.76680508,17.97117035
JAM,Jamaica,Manchester,-77.50705398,18.03557752
JAM,Jamaica,Portland,-76.51606942,18.11929529
JAM,Jamaica,Saint Andrew,-76.76264689,18.04771951
JAM,Jamaica,Saint Ann,-77.25981984,18.32124328
JAM,Jamaica,Saint Catherine,-77.01867897,18.04979352
JAM,Jamaica,Saint Elizabeth,-77.74420663,18.06042801
JAM,Jamaica,Saint James,-77.84646425,18.39008641
JAM,Jamaica,Saint Mary,-76.88898713,18.28424301
JAM,Jamaica,Saint Thomas,-76.45243989,17.94958043
JAM,Jamaica,Trelawny,-77.60543456,18.36325768
JAM,Jamaica,Westmoreland,-78.09351218,18.25163722
JPN,Japan,Aichi,137.2116209,35.03555125
JPN,Japan,Akita,140.4082282,39.7486789
JPN,Japan,Aomori,140.8288961,40.7815415
JPN,Japan,Chiba,140.1989167,35.51014132
JPN,Japan,Ehime,132.8568425,33.62483527
JPN,Japan,Fukui,136.2246542,35.84661419
JPN,Japan,Fukuoka,130.6669489,33.52603209
JPN,Japan,Fukushima,140.2232952,37.37886746
JPN,Japan,Gifu,137.0559248,35.77867114
JPN,Japan,Gunma,138.9856052,36.50447861
JPN,Japan,Hiroshima,132.7887191,34.6053091
JPN,Japan,Hokkaido,142.5523179,43.38571051
JPN,Japan,Hyōgo,134.8280566,35.03991306
JPN,Japan,Ibaraki,140.3195907,36.30358822
JPN,Japan,Ishikawa,136.7710271,36.76946378
JPN,Japan,Iwate,141.3617768,39.59328729
JPN,Japan,Kagawa,133.9690469,34.21729193
JPN,Japan,Kagoshima,130.4306651,31.00948442
JPN,Japan,Kanagawa,139.3389831,35.41531201
JPN,Japan,Kochi,133.3673066,33.42251944
JPN,Japan,Kumamoto,130.7452313,32.60815361
JPN,Japan,Kyoto,135.4433413,35.25381495
JPN,Japan,Mie,136.3760128,34.50801769
JPN,Japan,Miyagi,140.9270856,38.44685939
JPN,Japan,Miyazaki,131.2993739,32.19320365
JPN,Japan,Nagano,138.0455278,36.13213385
JPN,Japan,Naoasaki,129.6080329,33.23571221
JPN,Japan,Nara,135.8716444,34.31745052
JPN,Japan,Niigata,138.9186474,37.52181911
JPN,Japan,Oita,131.4332401,33.20069712
JPN,Japan,Okayama,133.8262517,34.89245983
JPN,Japan,Okinawa,126.6680159,25.76892341
JPN,Japan,Osaka,135.5074809,34.6209646
JPN,Japan,Saga,130.1157384,33.28697682
JPN,Japan,Saitama,139.3476354,35.99710067
JPN,Japan,Shiga,136.1380637,35.21582726
JPN,Japan,Shimane,132.554064,35.07076032
JPN,Japan,Shizuoka,138.4077837,34.91697506
JPN,Japan,Tochigi,139.8192132,36.689912
JPN,Japan,Tokushima,134.2420913,33.91917847
JPN,Japan,Tokyo,139.4469212,35.7113435
JPN,Japan,Tottori,133.8636194,35.35906876
JPN,Japan,Toyama,137.2693463,36.6374637
JPN,Japan,Wakayama,135.505446,33.91187939
JPN,Japan,Yamagata,140.1021538,38.44839624
JPN,Japan,Yamaguchi,131.5732932,34.20119008
JPN,Japan,Yamanashi,138.6114888,35.61236433
JEY,Jersey,Grouville,-2.048202642,49.18699692
JEY,Jersey,Saint Berlade,-2.199067242,49.18676627
JEY,Jersey,Saint Clement,-2.065629347,49.17213903
JEY,Jersey,Saint Helier,-2.11126456,49.19540975
JEY,Jersey,Saint John,-2.130441738,49.24219734
JEY,Jersey,Saint Lawrence,-2.14107122,49.21722409
JEY,Jersey,Saint Martin,-2.042168275,49.21912987
JEY,Jersey,Saint Mary,-2.170886608,49.2397719
JEY,Jersey,Saint Ouen,-2.219068173,49.23763154
JEY,Jersey,Saint Peter,-2.185260161,49.21211615
JEY,Jersey,Saint Saviour,-2.076378351,49.199123
JEY,Jersey,Trinity,-2.089686929,49.23091479
JOR,Jordan,Ajlun,35.79503102,32.30275178
JOR,Jordan,Amman,36.38414021,31.59044196
JOR,Jordan,Aqaba,35.34813811,29.83448436
JOR,Jordan,Balqa,35.69311294,32.00011716
JOR,Jordan,Irbid,35.81827179,32.51582475
JOR,Jordan,Jarash,35.93905484,32.24134396
JOR,Jordan,Karak,35.80405981,31.17987755
JOR,Jordan,Ma`an,36.56341965,30.34698819
JOR,Jordan,Madaba,35.70181009,31.60297753
JOR,Jordan,Mafraq,37.94571936,32.37151139
JOR,Jordan,Tafilah,35.69380571,30.81021766
JOR,Jordan,Zarqa,36.85038491,31.81612186
KAZ,Kazakhstan,Almaty,77.96178986,44.96226552
KAZ,Kazakhstan,Aqmola,69.9861518,51.75729657
KAZ,Kazakhstan,Aqtöbe,58.57103407,48.59128007
KAZ,Kazakhstan,Atyrau,52.1174578,47.48971163
KAZ,Kazakhstan,East Kazakhstan,81.5244696,48.79360342
KAZ,Kazakhstan,Mangghystau,53.94284687,44.106921
KAZ,Kazakhstan,North Kazakhstan,69.27624943,53.83669272
KAZ,Kazakhstan,Pavlodar,76.26621172,52.05739507
KAZ,Kazakhstan,Qaraghandy,71.01684981,48.17653302
KAZ,Kazakhstan,Qostanay,64.06200208,51.57868734
KAZ,Kazakhstan,Qyzylorda,63.63192606,45.1734032
KAZ,Kazakhstan,South Kazakhstan,68.5050814,43.20452854
KAZ,Kazakhstan,West Kazakhstan,50.68380359,49.79126846
KAZ,Kazakhstan,Zhambyl,72.20094051,44.2933693
KEN,Kenya,Baringo,35.94675366,0.675970588
KEN,Kenya,Bomet,35.29758191,-0.719447556
KEN,Kenya,Bungoma,34.70212445,0.750596968
KEN,Kenya,Busia,34.1935788,0.392636128
KEN,Kenya,Elgeyo-Marakwet,35.54662953,0.785833794
KEN,Kenya,Embu,37.62549108,-0.600456988
KEN,Kenya,Garissa,40.20470049,-0.489487002
KEN,Kenya,Homa Bay,34.36329967,-0.536036357
KEN,Kenya,Isiolo,38.53974274,1.012300494
KEN,Kenya,Kajiado,36.9062402,-2.118776732
KEN,Kenya,Kakamega,34.67815051,0.33642865
KEN,Kenya,Kericho,35.31363887,-0.288524597
KEN,Kenya,Kiambu,36.82635205,-1.063449602
KEN,Kenya,Kilifi,39.68688818,-3.17440402
KEN,Kenya,Kirinyaga,37.31924402,-0.520129844
KEN,Kenya,Kisii,34.77410544,-0.768512024
KEN,Kenya,Kisumu,34.8344002,-0.163032851
KEN,Kenya,Kitui,38.40621153,-1.488403389
KEN,Kenya,Kwale,39.15462277,-4.145235343
KEN,Kenya,Laikipia,36.77067003,0.329443849
KEN,Kenya,Lamu,40.78835183,-2.045065922
KEN,Kenya,Machakos,37.41210168,-1.277636941
KEN,Kenya,Makueni,37.78747161,-2.155173188
KEN,Kenya,Mandera,40.73546083,3.439001659
KEN,Kenya,Marsabit,37.56899616,2.97835839
KEN,Kenya,Meru,37.76362484,0.169667207
KEN,Kenya,Migori,34.36545727,-0.988686123
KEN,Kenya,Mombasa,39.65401697,-4.016336091
KEN,Kenya,Murang'a,37.03209801,-0.803256782
KEN,Kenya,Nairobi,36.86666878,-1.290546381
KEN,Kenya,Nakuru,36.07774697,-0.457326586
KEN,Kenya,Nandi,35.1094605,0.193043492
KEN,Kenya,Narok,35.57390049,-1.251626264
KEN,Kenya,Nyamira,34.96391611,-0.636160899
KEN,Kenya,Nyandarua,36.48218885,-0.315856724
KEN,Kenya,Nyeri,36.9557398,-0.336506424
KEN,Kenya,Samburu,37.11820271,1.321485733
KEN,Kenya,Siaya,34.24882357,-0.054596584
KEN,Kenya,Taita Taveta,38.41669503,-3.432887092
KEN,Kenya,Tana River,39.41762555,-1.524777551
KEN,Kenya,Tharaka-Nithi,37.87179734,-0.204059706
KEN,Kenya,Trans Nzoia,34.9580664,1.055991339
KEN,Kenya,Turkana,35.43327692,3.265286302
KEN,Kenya,Uasin Gishu,35.32312821,0.528079922
KEN,Kenya,Vihiga,34.72085256,0.0821981
KEN,Kenya,Wajir,40.03406304,1.810589544
KEN,Kenya,West Pokot,35.24706968,1.730666385
XKO,Kosovo,Đakovica,20.38351245,42.44107268
XKO,Kosovo,Gnjilane,21.48679866,42.46886196
XKO,Kosovo,Kosovska Mitrovica,20.79125926,42.9130365
XKO,Kosovo,Pećki,20.3882497,42.68603878
XKO,Kosovo,Pristina,21.13581365,42.69845042
XKO,Kosovo,Prizren,20.72591451,42.22095281
XKO,Kosovo,Uroševac,21.11522837,42.29219733
KWT,Kuwait,Al Ahmadi,47.94888113,28.82864521
KWT,Kuwait,Al Farwaniyah,47.93881563,29.25901598
KWT,Kuwait,Al Jahrah,47.47715769,29.55097817
KWT,Kuwait,Al Kuwayt,47.9491181,29.3477011
KWT,Kuwait,Hawalli,48.03833658,29.33113994
KWT,Kuwait,Mubarak Al-Kabeer,48.05821684,29.25806232
KGZ,Kyrgyzstan,Batken,70.87181581,39.87339043
KGZ,Kyrgyzstan,Biškek,74.60327382,42.87725496
KGZ,Kyrgyzstan,Chüy,74.60148227,42.61148954
KGZ,Kyrgyzstan,Jalal-Abad,72.45700226,41.57246709
KGZ,Kyrgyzstan,Naryn,75.61997102,41.36753396
KGZ,Kyrgyzstan,Osh (city),72.80961279,40.5186348
KGZ,Kyrgyzstan,Osh,73.22026512,40.13251511
KGZ,Kyrgyzstan,Talas,72.12678005,42.43149735
KGZ,Kyrgyzstan,Ysyk-Köl,77.94334494,42.16111511
LAO,Laos,Attapu,106.9445744,14.79387754
LAO,Laos,Bokeo,100.6429066,20.3510563
LAO,Laos,Bolikhamxai,104.2592227,18.48848018
LAO,Laos,Champasak,105.960564,14.77168604
LAO,Laos,Houaphan,104.0081948,20.28356548
LAO,Laos,Khammouan,105.2602188,17.56936522
LAO,Laos,Louang Namtha,101.1434476,20.88841306
LAO,Laos,Louangphrabang,102.5524354,20.13269026
LAO,Laos,Oudômxai,101.7296911,20.41803075
LAO,Laos,Phôngsali,102.2421452,21.65445444
LAO,Laos,Saravan,106.2731332,15.84800784
LAO,Laos,Savannakhét,105.7055257,16.55369362
LAO,Laos,Vientiane [prefecture],102.5804722,18.14288286
LAO,Laos,Vientiane,102.1309476,18.63069916
LAO,Laos,Xékong,107.0386792,15.58181266
LAO,Laos,Xaignabouri,101.3464795,18.94063442
LAO,Laos,Xaisômboun,103.0921767,18.88479199
LAO,Laos,Xiangkhoang,103.5183404,19.46570703
LVA,Latvia,Kurzeme,21.98789776,56.92450709
LVA,Latvia,Latgale,27.16760712,56.39604227
LVA,Latvia,Riga,24.23141554,57.10174293
LVA,Latvia,Vidzeme,26.04253203,57.30432503
LVA,Latvia,Zemgale,24.70594882,56.49031872
LBN,Lebanon,Akkar,36.18300008,34.54850797
LBN,Lebanon,Baalbak - Hermel,36.26968522,34.15578258
LBN,Lebanon,Beirut,35.50269637,33.8880762
LBN,Lebanon,Bekaa,35.85394131,33.64325274
LBN,Lebanon,Mount Lebanon,35.6895027,33.88701209
LBN,Lebanon,Nabatiyeh,35.51622917,33.29672764
LBN,Lebanon,North,35.92177557,34.31413172
LBN,Lebanon,South,35.3689175,33.35630325
LSO,Lesotho,Berea,27.91716223,-29.19625158
LSO,Lesotho,Butha-Buthe,28.56385462,-28.80295235
LSO,Lesotho,Leribe,28.2642855,-29.01802054
LSO,Lesotho,Mafeteng,27.51816033,-29.79213584
LSO,Lesotho,Maseru,27.79843853,-29.56468597
LSO,Lesotho,Mohale's Hoek,27.80074547,-30.06998286
LSO,Lesotho,Mokhotlong,29.03146137,-29.2198756
LSO,Lesotho,Qacha's Nek,28.73808527,-29.96559645
LSO,Lesotho,Quthing,27.985661,-30.36010491
LSO,Lesotho,Thaba-Tseka,28.59411711,-29.57011339
LBR,Liberia,Bomi,-10.81544453,6.698632754
LBR,Liberia,Bong,-9.646706768,6.948651529
LBR,Liberia,Gbapolu,-10.31064981,7.396729216
LBR,Liberia,Grand Cape Mount,-11.03537391,7.093505237
LBR,Liberia,GrandBassa,-9.814847928,6.217867864
LBR,Liberia,GrandGedeh,-8.206300845,5.939130376
LBR,Liberia,GrandKru,-8.186622357,4.779776764
LBR,Liberia,Lofa,-9.865181636,7.978003769
LBR,Liberia,Margibi,-10.20874435,6.51474533
LBR,Liberia,Maryland,-7.764821658,4.728779304
LBR,Liberia,Montserrado,-10.5480478,6.54193166
LBR,Liberia,Nimba,-8.772659347,6.80309289
LBR,Liberia,River Cess,-9.386645976,5.878730277
LBR,Liberia,River Gee,-7.872400445,5.287212889
LBR,Liberia,Sinoe,-8.814852733,5.347509177
LBY,Libya,Al Butnan,23.97781075,30.03614124
LBY,Libya,Al Jabal al Akhdar,21.80622746,32.1666326
LBY,Libya,Al Jabal al Gharbi,12.95765779,30.32406497
LBY,Libya,Al Jifarah,12.98513827,32.47233832
LBY,Libya,Al Jufrah,17.11365869,27.83713542
LBY,Libya,Al Kufrah,22.19304581,23.79109077
LBY,Libya,Al Marj,21.29847783,31.9707699
LBY,Libya,Al Marqab,13.99861672,32.34700722
LBY,Libya,Al Wahat,21.37330966,28.81481241
LBY,Libya,An Nuqat al Khams,11.92554397,32.66724413
LBY,Libya,Az Zawiyah,12.56629598,32.47153216
LBY,Libya,Benghazi,20.59343395,31.69817427
LBY,Libya,Darnah,22.57609501,31.95353418
LBY,Libya,Ghat,10.59215613,26.04721434
LBY,Libya,Misratah,14.51934187,31.4695707
LBY,Libya,Murzuq,15.58828767,24.61848074
LBY,Libya,Nalut,10.87285129,30.2662983
LBY,Libya,Sabha,15.00822333,27.08549977
LBY,Libya,Surt,16.88536374,30.09654764
LBY,Libya,Tripoli,13.37125717,32.67209638
LBY,Libya,Wadi al Hayat,12.77560284,26.40087412
LBY,Libya,Wadi ash Shati',12.78704688,27.95234178
LIE,Liechtenstein,Balzers,9.549731503,47.09464391
LIE,Liechtenstein,Eschen,9.533172751,47.20564009
LIE,Liechtenstein,Gamprin,9.519437085,47.21366732
LIE,Liechtenstein,Mauren,9.559539719,47.21420267
LIE,Liechtenstein,Planken,9.565017022,47.17833692
LIE,Liechtenstein,Ruggell,9.536509413,47.2484049
LIE,Liechtenstein,Schaan,9.551003903,47.14991783
LIE,Liechtenstein,Schellenberg,9.553411819,47.23981833
LIE,Liechtenstein,Triesenberg,9.57552679,47.12164576
LIE,Liechtenstein,Triesen,9.55621173,47.08327827
LIE,Liechtenstein,Valduz,9.547593728,47.14138596
LTU,Lithuania,Šiauliai,23.29417724,55.94610333
LTU,Lithuania,Alytaus,24.13237964,54.22390254
LTU,Lithuania,Kauno,23.89163248,55.08004802
LTU,Lithuania,Klaipedos,21.55335758,55.69765096
LTU,Lithuania,Marijampoles,23.17298786,54.70618296
LTU,Lithuania,Panevezio,24.81268116,55.91975546
LTU,Lithuania,Taurages,22.51282627,55.32171627
LTU,Lithuania,Telšiai,22.15648966,55.98880137
LTU,Lithuania,Utenos,25.7016771,55.48172376
LTU,Lithuania,Vilniaus,25.24984175,54.83117114
LUX,Luxembourg,Diekirch,5.995161733,49.93022499
LUX,Luxembourg,Grevenmacher,6.349577138,49.68699199
LUX,Luxembourg,Luxembourg,6.072188,49.6326457
MAC,Macao,Ilhas,113.566329,22.14132809
MAC,Macao,Macau,113.5511858,22.19964495
MKD,Macedonia,Štip,22.16391522,41.68416048
MKD,Macedonia,Šuto Orizari,21.40736901,42.03153063
MKD,Macedonia,Želino,21.12643619,41.91662455
MKD,Macedonia,Aerodrom,21.49279285,41.95251865
MKD,Macedonia,Čaška,21.58969346,41.58799471
MKD,Macedonia,Čair,21.43627393,41.99367438
MKD,Macedonia,Češinovo-Obleševo,22.28263064,41.86670007
MKD,Macedonia,Čučer Sandevo,21.40351188,42.1319442
MKD,Macedonia,Aracinovo,21.57958899,42.02689688
MKD,Macedonia,Berovo,22.79153575,41.65148869
MKD,Macedonia,Bitola,21.28602261,41.02941447
MKD,Macedonia,Bogdanci,22.58042952,41.18669689
MKD,Macedonia,Bogovinje,20.87731036,41.935308
MKD,Macedonia,Bosilovo,22.7657765,41.47423622
MKD,Macedonia,Brvenica,21.03936934,41.86842533
MKD,Macedonia,Butel,21.46069347,42.07231491
MKD,Macedonia,Centar župa,20.5889386,41.45928432
MKD,Macedonia,Centar,21.42023024,41.97544577
MKD,Macedonia,Debarca,20.83800342,41.31663139
MKD,Macedonia,Debar,20.59112703,41.51551494
MKD,Macedonia,Delčevo,22.73927983,41.92786556
MKD,Macedonia,Demir Hisar,21.13281221,41.26291902
MKD,Macedonia,Demir Kapija,22.23244587,41.37919575
MKD,Macedonia,Dolneni,21.41448892,41.45685807
MKD,Macedonia,Drugovo,20.90732995,41.44240118
MKD,Macedonia,Gazi Baba,21.5111091,42.01200707
MKD,Macedonia,Gevgelija,22.38747011,41.22778519
MKD,Macedonia,Gjorče Petrov,21.31179864,42.0481835
MKD,Macedonia,Gostivar,20.88935677,41.75760886
MKD,Macedonia,Gradsko,21.89125922,41.59406138
MKD,Macedonia,Ilinden,21.61994237,41.97791588
MKD,Macedonia,Jegunovtse,21.129051,42.09275171
MKD,Macedonia,Karbinci,22.27783308,41.78036651
MKD,Macedonia,Karpoš,21.3854358,41.98037755
MKD,Macedonia,Kavadartsi,22.01205833,41.28667802
MKD,Macedonia,Kičevo,20.95273956,41.51356242
MKD,Macedonia,Kisela Voda,21.48039037,41.93088293
MKD,Macedonia,Kočani,22.39318394,41.97453442
MKD,Macedonia,Konče,22.3821109,41.51356657
MKD,Macedonia,Kratovo,22.11787409,42.0705769
MKD,Macedonia,Kriva Palanka,22.30303441,42.21388198
MKD,Macedonia,Krivogaštani,21.36437696,41.31230233
MKD,Macedonia,Kruševo,21.25095841,41.36147586
MKD,Macedonia,Kumanovo,21.77826794,42.07133611
MKD,Macedonia,Lake Ohrid,20.73352094,41.05989746
MKD,Macedonia,Lipkovo,21.57918121,42.16350659
MKD,Macedonia,Lozovo,21.90507671,41.74500008
MKD,Macedonia,Makedonska Kamenica,22.53281421,42.0494534
MKD,Macedonia,Makedonski Brod,21.21141906,41.64259507
MKD,Macedonia,Mavrovo and Rostuša,20.69211064,41.65034909
MKD,Macedonia,Mogila,21.43026928,41.15744633
MKD,Macedonia,Negotino,22.11782522,41.50785975
MKD,Macedonia,Novatsi,21.64303676,41.02054608
MKD,Macedonia,Novo Selo,22.87377773,41.42068626
MKD,Macedonia,Ohrid,20.86271935,41.1198184
MKD,Macedonia,Oslomej,21.03469016,41.58233951
MKD,Macedonia,Pehčevo,22.88323464,41.76882332
MKD,Macedonia,Petrovec,21.69543131,41.89728713
MKD,Macedonia,Plasnica,21.11465741,41.44390439
MKD,Macedonia,Prilep,21.66307075,41.2709847
MKD,Macedonia,Probištip,22.17017345,41.9613342
MKD,Macedonia,Radoviš,22.48414976,41.64589192
MKD,Macedonia,Rankovce,22.11776484,42.18938031
MKD,Macedonia,Resen,21.02793883,40.99965971
MKD,Macedonia,Rosoman,21.90286938,41.4866722
MKD,Macedonia,Saraj,21.24384527,41.98539733
MKD,Macedonia,Sopište,21.32266366,41.85846843
MKD,Macedonia,Star Dojran,22.68625361,41.23237693
MKD,Macedonia,Staro Nagoričane,21.89932454,42.20692837
MKD,Macedonia,Struga,20.63502701,41.27502049
MKD,Macedonia,Strumitsa,22.62242374,41.39647832
MKD,Macedonia,Studeničani,21.43219127,41.81693737
MKD,Macedonia,Sveti Nikole,21.95686105,41.87970395
MKD,Macedonia,Tearce,21.03371581,42.08954602
MKD,Macedonia,Tetovo,20.8845663,42.02520267
MKD,Macedonia,Valandovo,22.51523051,41.33823405
MKD,Macedonia,Vasilevo,22.62853139,41.53578479
MKD,Macedonia,Veles,21.74330763,41.74560677
MKD,Macedonia,Vevčani,20.57961698,41.24384094
MKD,Macedonia,Vinitsa,22.56497416,41.84838171
MKD,Macedonia,Vraneštica,21.05072206,41.48928909
MKD,Macedonia,Vrapčište,20.85003582,41.86110373
MKD,Macedonia,Zajas,20.90196717,41.60389963
MKD,Macedonia,Zelenikovo,21.56163257,41.809537
MKD,Macedonia,Zrnovci,22.40986029,41.82694688
MDG,Madagascar,Antananarivo,46.80467693,-18.9358529
MDG,Madagascar,Antsiranana,49.41351413,-13.8692713
MDG,Madagascar,Fianarantsoa,46.86230788,-21.85623645
MDG,Madagascar,Mahajanga,46.68467039,-16.53699112
MDG,Madagascar,Toamasina,48.75108383,-17.82287273
MDG,Madagascar,Toliary,45.01750093,-22.60126036
MWI,Malawi,Balaka,35.0561911,-15.03643071
MWI,Malawi,Blantyre,34.94534095,-15.67006337
MWI,Malawi,Chikwawa,34.70894575,-16.16437396
MWI,Malawi,Chiradzulu,35.21347217,-15.74622019
MWI,Malawi,Chitipa,33.48639055,-9.95158506
MWI,Malawi,Dedza,34.3664491,-14.15803385
MWI,Malawi,Dowa,33.7873659,-13.56928507
